"","User","Region","Tweet"
"77104","USER_a7399fc0","Pacific West"," - why must u bug every female i chatter with....i dont bug the 2-3 u chat with.....ooooooooooohhhhhhhh"
"77105","USER_a7399fc0","Pacific West"," - haha in the words of dude i used to know...ur funny i like you......haha"
"77106","USER_a7399fc0","Pacific West"," - bet i can muahahahaahahah"
"77107","USER_a7399fc0","Pacific West","Thank God For The Safety Switch I Almost Shot A Hole In My Ceiling"
"77108","USER_a7399fc0","Pacific West"," - ahah naaah that txt u sent last night....unexpected and funny"
"77109","USER_a7399fc0","Pacific West","Fucking Today From Today And Yesterday....I Swear Some How I Be Getting High...We Was Trippin Out At AppleBees"
"77110","USER_a7399fc0","Pacific West","  - Harlem aint bout that gum life"
"77111","USER_a7399fc0","Pacific West"," - indeed"
"77112","USER_a7399fc0","Pacific West","HAHA Found This Program Again"
"77113","USER_a7399fc0","Pacific West"," - the one i heard u do recently imma look it up"
"77114","USER_a7399fc0","Pacific West","this movie sucks ass this program is boring imma watch something else"
"77115","USER_a7399fc0","Pacific West"," - need the name again imma download around 10 movies while i sleep"
"77116","USER_a7399fc0","Pacific West","nevermind first scene of this movie sucks trying to make it look like a documentary"
"77117","USER_a7399fc0","Pacific West",""
"77118","USER_a7399fc0","Pacific West"," - perhaps...i knew one chick who would turn girls into lesbians...i forget which rapper she looked like"
"77119","USER_a7399fc0","Pacific West","RT : My intro sound like some rocky shit...... LORD OF THE STREETZ/ march 9th"
"77120","USER_a7399fc0","Pacific West","The Way This Guy Is Dying At The End Of ""Christine"" Sounds Like He Is Busting A Nut"
"77121","USER_a7399fc0","Pacific West"," - Lions and Pats&gt;Chiefs"
"77214","USER_3ca4c91c","Pacific West","Gotta work my ass off to get where I wanna be, cuz in this world it's all about the money! I'm juss bein real."
"77215","USER_3ca4c91c","Pacific West","I needa hook tho..."
"77216","USER_3ca4c91c","Pacific West"," 3sho mah nigga weneva u ain't busy cuz im always free weneva musiks involved! gud lookin bro"
"77217","USER_3ca4c91c","Pacific West","Im still kinda new to this whole love thang."
"77218","USER_3ca4c91c","Pacific West","I think i followed you by mistake."
"77219","USER_3ca4c91c","Pacific West","Wasted."
"77220","USER_3ca4c91c","Pacific West"," I feel you 110% on that i really ain't been chillin & goin out wit my boiz...shit I'm juss tryna get by u feel me."
"77221","USER_3ca4c91c","Pacific West","It's hella rainin."
"77222","USER_3ca4c91c","Pacific West","What goes around comes around rii?"
"77223","USER_3ca4c91c","Pacific West","Aimin & Tweetin."
"77224","USER_3ca4c91c","Pacific West"," Lmao whoa thas deeep hahaha neva knew that, but its gud to see anotha fan & a girl at that! i can honestly say iLsavannah lol!"
"77225","USER_3ca4c91c","Pacific West"," :D well thas a gud enuff reason for me hahaha atleast u can watch the game enuff to have a fav team n shit & a Cavs fan at that."
"77226","USER_3ca4c91c","Pacific West","Yall fucc wit Aim?"
"77227","USER_3ca4c91c","Pacific West","The nii is yung."
"77228","USER_3ca4c91c","Pacific West","Wassup"
"77229","USER_3ca4c91c","Pacific West","Pray for me."
"77230","USER_3ca4c91c","Pacific West","It seems The Magics had sum triccs up dey sleeve huh Faker fans?"
"77231","USER_3ca4c91c","Pacific West"," Good mornin? LoL"
"77232","USER_3ca4c91c","Pacific West","I want sum "
"77233","USER_3ca4c91c","Pacific West","Bye Fakers, Hellllloooo 0-4!! Shame..."
"77434","USER_8bc3abf4","Pacific West","So how are yhall doin twitterheads ?"
"77435","USER_8bc3abf4","Pacific West"," hey u ?"
"77436","USER_8bc3abf4","Pacific West"," hello there"
"77437","USER_8bc3abf4","Pacific West","A lil about 65% RT :  hey! Feeling better?"
"77438","USER_8bc3abf4","Pacific West"," what up bro"
"77439","USER_8bc3abf4","Pacific West","Gluck. RT : Job interview! Wish me luck :)"
"77440","USER_8bc3abf4","Pacific West","What u beenn porkey RT :  suuuuup......"
"77441","USER_8bc3abf4","Pacific West","Kool gettin over diss cold RT :  Cool, how was yours?"
"77442","USER_8bc3abf4","Pacific West","Follow  the best thing bea 2 happen 2 the music game and she"
"77443","USER_8bc3abf4","Pacific West",""
"77444","USER_8bc3abf4","Pacific West","Follow ma kiddo . She its kool beans."
"77445","USER_8bc3abf4","Pacific West","Follow this hot mama. "
"77446","USER_8bc3abf4","Pacific West","Follow ma twitterbeuaty "
"77447","USER_8bc3abf4","Pacific West","Follow this beautiful young lady asap "
"77448","USER_8bc3abf4","Pacific West",""
"77449","USER_8bc3abf4","Pacific West","RT : "
"77450","USER_8bc3abf4","Pacific West","Follow ma bighead beauty "
"77451","USER_8bc3abf4","Pacific West","RT : "
"77452","USER_8bc3abf4","Pacific West"," no prob just follow me sweets and return the love"
"77453","USER_8bc3abf4","Pacific West","RT : "
"77454","USER_8bc3abf4","Pacific West"," hey follow me and show me some love"
"77455","USER_8bc3abf4","Pacific West",". Yea thanks"
"77456","USER_8bc3abf4","Pacific West","Why u say that RT : RT   no prob just follow me and return the love &lt; Trust me she Will...lol"
"77457","USER_8bc3abf4","Pacific West",""
"77458","USER_8bc3abf4","Pacific West","Follow ma jmoney she beautiful "
"77459","USER_8bc3abf4","Pacific West"," follow me thanks"
"77460","USER_8bc3abf4","Pacific West"," hola"
"77461","USER_8bc3abf4","Pacific West"," follow me and return the luv sweets thanks"
"77462","USER_8bc3abf4","Pacific West"," yea go head"
"77463","USER_8bc3abf4","Pacific West",""
"77464","USER_8bc3abf4","Pacific West"," I kno u ?"
"77465","USER_8bc3abf4","Pacific West","Thanks RT : "
"77466","USER_8bc3abf4","Pacific West","Follow ma bro ladies "
"77467","USER_8bc3abf4","Pacific West","No prob RT : RT : Follow ma beauty that's funny &lt;Thanks Boo"
"77468","USER_8bc3abf4","Pacific West"," tell ya peopls 2 follow me"
"77469","USER_8bc3abf4","Pacific West"," follow me and return the luv thanks"
"77470","USER_8bc3abf4","Pacific West","Hell yea RT : "
"77471","USER_8bc3abf4","Pacific West"," follow me and show da love."
"77472","USER_8bc3abf4","Pacific West"," whts good 2nite"
"77473","USER_8bc3abf4","Pacific West"," lol"
"77474","USER_8bc3abf4","Pacific West","Gm twitter heads."
"77475","USER_8bc3abf4","Pacific West","What u doin 2day ? RT : morning  Gm twitter heads."
"77476","USER_8bc3abf4","Pacific West"," idk let's hang"
"77477","USER_8bc3abf4","Pacific West","Watch n inliving color."
"77478","USER_8bc3abf4","Pacific West"," lol"
"77479","USER_8bc3abf4","Pacific West"," bad lol"
"77480","USER_8bc3abf4","Pacific West"," wat u doin"
"77481","USER_8bc3abf4","Pacific West","What ? RT : I can't believe what I'm about to do!!"
"77482","USER_8bc3abf4","Pacific West","Why lol RT :  "
"77483","USER_8bc3abf4","Pacific West","Gm yhall"
"77484","USER_8bc3abf4","Pacific West"," kuzzo I was sleep"
"77485","USER_8bc3abf4","Pacific West","Hello world"
"77486","USER_8bc3abf4","Pacific West"," hey u"
"77487","USER_8bc3abf4","Pacific West","Yep RT : Any body got a dope lesson from church today?"
"77808","USER_db9e96c9","Pacific West"," it'll snap those legs of you're like twigs."
"77809","USER_db9e96c9","Pacific West","Mainstream give  more love then Blackthought? Wow. This man is out of his mind."
"77810","USER_db9e96c9","Pacific West"," are you talking about the missing girl?"
"77811","USER_db9e96c9","Pacific West"," he shouldn't have been on the streets in the first place.d"
"77812","USER_db9e96c9","Pacific West"," my movie."
"77813","USER_db9e96c9","Pacific West"," I stopped, I felt myself buying into the bullshit."
"77814","USER_db9e96c9","Pacific West"," deal mama"
"77815","USER_db9e96c9","Pacific West"," neither is a good situation."
"77816","USER_db9e96c9","Pacific West","Ludacris- Phat Rabbit."
"77817","USER_db9e96c9","Pacific West","Kanye West- Two words."
"77818","USER_db9e96c9","Pacific West"," thuggish. Take it how you feel fit."
"77819","USER_db9e96c9","Pacific West","Smh my fam dosent believe in me :("
"77820","USER_db9e96c9","Pacific West","RT : Don't forget to check out FreshFromMars for my newest music review this week   ""The Stimulus Package"""
"77821","USER_db9e96c9","Pacific West","Tell the rain come down, I needa feel it."
"77822","USER_db9e96c9","Pacific West"," so skinny!"
"77823","USER_db9e96c9","Pacific West"," lol at least you tried... Did you show it to her?"
"77824","USER_db9e96c9","Pacific West"," it better describe me inone word..."
"77825","USER_db9e96c9","Pacific West","Engine? RT: Men think with their _ _ _ _ ."
"77826","USER_db9e96c9","Pacific West"," wise words."
"77827","USER_db9e96c9","Pacific West"," lol ur the one that said it"
"77828","USER_db9e96c9","Pacific West","All men do, some just seek incoventional love.RT : some do RT   heart."
"77829","USER_db9e96c9","Pacific West"," I know man."
"77830","USER_db9e96c9","Pacific West","Girls can fake orgasims, guys can fake relationships. *pow. My homies and these quotes ha ha"
"77831","USER_db9e96c9","Pacific West","Up late talking with the boys over a few drinks always puts things back in line."
"77832","USER_db9e96c9","Pacific West","Btw I'm watchin afro samurai &lt;3"
"77833","USER_db9e96c9","Pacific West"," how you feelin?"
"77834","USER_db9e96c9","Pacific West"," wait what"
"77835","USER_db9e96c9","Pacific West"," word."
"77836","USER_db9e96c9","Pacific West","I'm suffer from this thing where sometimes I'm so afraid of saying the wrong thing I just don't speak."
"77837","USER_db9e96c9","Pacific West"," you're not telling me anything new, I've had them off & on since I was a child. I don't think drug companies should be playing"
"77838","USER_db9e96c9","Pacific West","RT : cool, calm, and collected. never let them see you sweat!"
"77839","USER_db9e96c9","Pacific West"," you work tonight?  requests our company tonight for what people will come to call ""the tastiest blended drinks ever"
"77840","USER_db9e96c9","Pacific West","I guess no one saw that tweet about sugguested books to pick up."
"77841","USER_db9e96c9","Pacific West","I hate goin to the mall, alone for something specific, I gotta park mad far and walk through the mall alone."
"77842","USER_db9e96c9","Pacific West"," wait what?"
"77843","USER_db9e96c9","Pacific West","Second that motion.RT :  yea I don't see you lasting long there"
"77844","USER_db9e96c9","Pacific West"," ha ha well I'm sorry I haunt you're nightmares"
"77845","USER_db9e96c9","Pacific West","16 in the clip & 1 in the whole, Nate Dogg is about to make some busters turn cold..."
"77846","USER_db9e96c9","Pacific West"," :("
"77847","USER_db9e96c9","Pacific West"," thanks Nay."
"77848","USER_db9e96c9","Pacific West","RT :   he once got into a ""Dance off"" to liberate a small village from oppression!|winner."
"77849","USER_db9e96c9","Pacific West","  he once discoverd the formula to an invisability cloak while he was blacked out, but hide it from himself."
"77850","USER_db9e96c9","Pacific West","  one point in his life, he would go weeks without sleeping, claiming ""thas when they get cha."""
"77851","USER_db9e96c9","Pacific West","RT :    is the reason why we use the phrase 2 birds with 1 stone!| ha ha omg"
"77852","USER_db9e96c9","Pacific West","   after an ongoing battle, he once nursed a grizzly back to health. Only to kill it."
"77853","USER_db9e96c9","Pacific West"," bout to start on them now *_*"
"77854","USER_db9e96c9","Pacific West"," yo, I wanna go alice today? Should I just pay. I'm not tryna get you fucked up by boss man."
"77855","USER_db9e96c9","Pacific West","You've grow into a fine killer."
"78057","USER_e5a38de4","Pacific West"," ur lame for spending time posting a so calld lame tweet"
"78058","USER_e5a38de4","Pacific West"," aite I'm already gettn hater tweets lol"
"78059","USER_e5a38de4","Pacific West"," tell porsha to follow her future baby daddy! Lol"
"78060","USER_e5a38de4","Pacific West"," yehhhh budddy we should have a function together"
"78061","USER_e5a38de4","Pacific West"," I love ur life!"
"78062","USER_e5a38de4","Pacific West","Show em how to move in a room full of vultures"
"78063","USER_e5a38de4","Pacific West","RT : Light skin girls are ugly too.»»And yu do know that"
"78064","USER_e5a38de4","Pacific West","RT :  Oh okai...Do you kno ???»»» Who is that?!"
"78065","USER_e5a38de4","Pacific West","In 2006 my friends and I started Thirsty boys/Girls and to this day there is no crew of bad bitches and poppn niggas like us lol"
"78066","USER_e5a38de4","Pacific West","They never should have let me get ahold of twitter I'm gone make a lot of people mad"
"78067","USER_e5a38de4","Pacific West"," I'm good mama u should follow me I'm sure I can keep u entertained :)"
"78068","USER_e5a38de4","Pacific West","I'm in love with a bitch name twitter and when she throw it back I catch it like a winner"
"78069","USER_e5a38de4","Pacific West"," aite lil bro bro"
"78070","USER_e5a38de4","Pacific West"," lol "
"78071","USER_e5a38de4","Pacific West"," not khrissy but kimmy I wana do somthn wit out cdays together since its so close"
"78072","USER_e5a38de4","Pacific West","I think dennys should start servn kool aid"
"78073","USER_e5a38de4","Pacific West"," lol somtimes u gota make the day more interesting!"
"78074","USER_e5a38de4","Pacific West","I juss do me and you will never understand it"
"78075","USER_e5a38de4","Pacific West"," smh  long ass nails lol I can't fuck with the touch screens they call people on some random shit lol"
"78076","USER_e5a38de4","Pacific West",""
"78077","USER_e5a38de4","Pacific West",""
"78078","USER_e5a38de4","Pacific West"," yehhh I'm sure I can make ur sad days awesome lol"
"78079","USER_e5a38de4","Pacific West","My bro bro bout to hit the stage   the joint game time!"
"78080","USER_e5a38de4","Pacific West"," waddddiiit do I got the passs from willie :) lol"
"78081","USER_e5a38de4","Pacific West","RT :  OmG!!! I remember you!!!!! U Kimberlys Boo from back in the day!!! OMG..rotflmao!!!««Who the hell is kimberly?"
"78082","USER_e5a38de4","Pacific West","RT :  I will woop yo a** Trynna trade me off..."
"78083","USER_e5a38de4","Pacific West"," yehhh I most deff don't remember no shit from 6yrs ago lol but shoot me tht bbm if you may"
"78084","USER_e5a38de4","Pacific West","RT :    he foul huh???«««"
"78085","USER_e5a38de4","Pacific West"," I wana see some of ur work"
"78086","USER_e5a38de4","Pacific West","My facebook consist of nosey hoes & thirsty bro's "
"78087","USER_e5a38de4","Pacific West","RT : Seriously, my toe is going through it««« u must have some serious ""toe jam"" lol"
"78088","USER_e5a38de4","Pacific West","Check out the story of the 4 football players that were help captive in the middle of the ocean only 1 surviver to tell the story"
"78089","USER_e5a38de4","Pacific West","RT : RT  Espn news and a big booty bitch makes my days go faster &lt;--gnr!«««Maaa nigga waddit. Do"
"78090","USER_e5a38de4","Pacific West","I have a strong distaste for smart mouth bitches"
"78091","USER_e5a38de4","Pacific West"," wasssup"
"78092","USER_e5a38de4","Pacific West","What's the best way to get over a urge for weed?"
"78093","USER_e5a38de4","Pacific West"," I'm n ur wifeys pantiess toniteeee lol"
"78094","USER_e5a38de4","Pacific West"," yehhh I know I was juss telln yu to fuck wit it"
"78095","USER_e5a38de4","Pacific West","Its toooooooo many hoes at ucla rii now its crazy"
"79261","USER_87af150a","Pacific West","Most people don't put investment properties in their names. They form property holding companies. Learned something today."
"79262","USER_87af150a","Pacific West","i need a partner for a holding company im creating... what is a holding company?"
"79263","USER_87af150a","Pacific West","Throwing parties for a living is fun"
"79264","USER_87af150a","Pacific West","This chick named ""Betty BeBloggin"" just added me on fb. Lol"
"79265","USER_87af150a","Pacific West","I wake up to a new opportunity each morning"
"79266","USER_87af150a","Pacific West","One sale in the books for the day. I love my job"
"79267","USER_87af150a","Pacific West","RT : The negativity of your critics is their problem, not yours."
"79268","USER_87af150a","Pacific West","Man I have literally been on the phone since I stepped in the office."
"79269","USER_87af150a","Pacific West","This Raheem DeVaughn cd goes hard. "
"79270","USER_87af150a","Pacific West","Where 20 percent of the people in an organization take on 80 percent of the workload..."
"79271","USER_87af150a","Pacific West",""
"79272","USER_87af150a","Pacific West","I'm getting paid to put together deals. THAT is where the real money is made. -Rev Mogul"
"79273","USER_87af150a","Pacific West","Cashflow is king..."
"79274","USER_87af150a","Pacific West",""
"79275","USER_87af150a","Pacific West","Follw "
"79276","USER_87af150a","Pacific West"," that miami trip is a good look"
"79277","USER_87af150a","Pacific West"," ???"
"79278","USER_87af150a","Pacific West","You find out everything on twitter."
"79279","USER_87af150a","Pacific West","I'm hype today !!"
"79280","USER_87af150a","Pacific West",""
"79281","USER_87af150a","Pacific West"," what time is the event?"
"79282","USER_87af150a","Pacific West","You prob think that's stupid but I'm serious abt the Jack Russell."
"79283","USER_87af150a","Pacific West","Everytime I refresh my timeline I see a "
"79493","USER_367a0747","Pacific West","Taco Tuesdays who cumin...lol"
"79494","USER_367a0747","Pacific West"," ooh uh uh....lol"
"79495","USER_367a0747","Pacific West"," Damn poor guy...lol"
"79496","USER_367a0747","Pacific West","  get a room lol"
"79497","USER_367a0747","Pacific West","Where is =====▶ in in the East"
"79498","USER_367a0747","Pacific West","Uh oh ...I feel the drunk tweets cumin...lmfao ..if he send 1 more its "
"79499","USER_367a0747","Pacific West","Wow my timeline Extra WHACK Yo?!?!"
"79500","USER_367a0747","Pacific West","RT :  i'm fresh out&lt;&lt;LMFAO"
"79503","USER_367a0747","Pacific West","Y do these bitches b spittin out these babies..n don't even kno who the Daddi is...OMG bitch its no excuse whatsoever HOE!"
"79504","USER_367a0747","Pacific West","A word of advice: IF U HAVE ANY TYPE OF DOUBT...BITCH TAKE YO ASS TO THE CLINIC"
"79505","USER_367a0747","Pacific West","A word of advice: IF U HAVE ANY TYPE OF DOUBT...BITCH TAKE YO ASS TO THE CLINIC n handle that!!!"
"79506","USER_367a0747","Pacific West"," omg fa real...like wut the fuck r u thinkin?!? bitch you tryna take yo granny out early ...these kids nowadays..omg!!!"
"79507","USER_367a0747","Pacific West","RT : Damn my funky ass gotta get in the shower got video shoot wit icemeez fo aint mobbin&lt;&lt;WASH YO ASS..LOL"
"79508","USER_367a0747","Pacific West","These are the days I like to sit up n chillax wit da FAM"
"79509","USER_367a0747","Pacific West","RT :  came by yo house lastnite..but too on to get out the car...smh! lol&lt; WTH..???"
"79510","USER_367a0747","Pacific West","RT : "
"79511","USER_367a0747","Pacific West"," LOL!"
"79512","USER_367a0747","Pacific West","RT : Fyi::my location settings are stuck-im not at no dam foothill square lol..&lt;&lt;its been like dat fa days...lol"
"79513","USER_367a0747","Pacific West","RT :  a--ppl was prolly thinkin I was campd out at the square lmao...&lt;&lt;yea righ u can't sit still! Lol"
"79515","USER_367a0747","Pacific West","Impala hella THICK!"
"79516","USER_367a0747","Pacific West","The World is urs..n Everythang n it AYEEEEE (I'm my best Jeezy voice) GET UP N GET IT! *GRIND TIME* ☀"
"79517","USER_367a0747","Pacific West","RT : "
"79518","USER_367a0747","Pacific West","RT : Want a happy mate, family, HOME? Be there for them! Excuses are the nails to build a house of failure! (via )"
"79519","USER_367a0747","Pacific West","RT : "
"79540","USER_9453663a","Pacific West","Went to the store to buy me something to drink and they didn't ask for ID"
"79541","USER_9453663a","Pacific West"," what's poppin tho you at work"
"79542","USER_9453663a","Pacific West","Why do I have so many contacts in my phone? Delete time!!! so if they ever call I can be like ""who is this?"""
"79543","USER_9453663a","Pacific West","I hate the word swag"
"79544","USER_9453663a","Pacific West"," how many lil ones do you have?"
"79545","USER_9453663a","Pacific West"," ok then"
"79546","USER_9453663a","Pacific West"," cool!"
"79547","USER_9453663a","Pacific West","Say it even if you don't mean it...fuck it why not"
"79548","USER_9453663a","Pacific West","Ok let me make this clear I'm not ah liar... I just don't always tell the whole truth..."
"79549","USER_9453663a","Pacific West","She has a bf but she's texting me at 2am...this female aint shit!"
"79550","USER_9453663a","Pacific West","Does oprah have ah twitter...I wanna follow her... See if she wanna fuck with ah young compton nigga"
"79551","USER_9453663a","Pacific West"," what the fuck is up!!!"
"79552","USER_9453663a","Pacific West","RT : RT : Can't steal 2nd base with ya foot on 1st... » Man, joey goes off!&lt;---- real shit unc"
"79553","USER_9453663a","Pacific West","Still up"
"79554","USER_9453663a","Pacific West","This weekend is about to be the shit"
"79555","USER_9453663a","Pacific West","Passed out off some cereal"
"79556","USER_9453663a","Pacific West","I was told real men eat pussy...does that make me a real Man?"
"79557","USER_9453663a","Pacific West","Hot fuckin wings!!!"
"79558","USER_9453663a","Pacific West"," here you go...lol I'm drink vodka but I'm still parched"
"79559","USER_9453663a","Pacific West"," oh alrite lol"
"79784","USER_993768b0","Pacific West","I'm having fun at my cousin's bday!"
"79785","USER_993768b0","Pacific West"," omg I have never laughed so hard in my life!"
"79790","USER_51ab7ecd","Pacific West"," hola están pasando el video de Somos el mundo en primer Impacto ^^"
"79791","USER_51ab7ecd","Pacific West"," ya termino xD, no puedo dejar de ver el video David sale Hermoso **"
"79792","USER_51ab7ecd","Pacific West"," she's not you, crush, altnoy, save the day, barries, zero Gravity, sombody out there, to be with you, you can, y muchas otras ;)"
"79793","USER_51ab7ecd","Pacific West","  holaassd"
"79794","USER_51ab7ecd","Pacific West","RT   que cuando digan ""Americal Idol"" te acuerdes de David Archuleta."
"79795","USER_51ab7ecd","Pacific West"," si es David Archuleta ;). Y es mitad Latino ^^"
"79796","USER_51ab7ecd","Pacific West"," es q no es tanto el color, es q el con su sonrisa, carisma y alegria los hace mas hermoso."
"79797","USER_51ab7ecd","Pacific West"," mmm Porq no mencionaron a David Archuleta en el articulo de somos el mundo!?!"
"79798","USER_51ab7ecd","Pacific West","Con migo U.U RT  creo que  se fue a practicar bachata LOL !! hahaha"
"79799","USER_51ab7ecd","Pacific West"," haha esta archulife u.U"
"79800","USER_51ab7ecd","Pacific West"," bueno yo he ido a tres. Al de pomona, DDtour. Y el de Navidad q hizo aquí a anaheim. :) y tu ?"
"79801","USER_51ab7ecd","Pacific West","RT   david archuleta is the most amazing person the earth. end of story."
"79802","USER_51ab7ecd","Pacific West"," wowww Tantas, quería ir a todos esos lugares donde se ha presentado David pero por falta d transporte no he podido :(."
"79803","USER_51ab7ecd","Pacific West"," no :( espero poder pronto, para ya no perderme de ir a los eventos donde se presentara david en Los Ángeles u otron lugar cerca."
"79804","USER_51ab7ecd","Pacific West"," que le preguntaste a David???"
"79805","USER_51ab7ecd","Pacific West"," entonces como supo q eras Chile, y porq q te dijo lo q te dijo, es como q el ya sabia de ti?? O.o"
"79806","USER_51ab7ecd","Pacific West","RT   jaja lo see!! ya bastante irritante es verlo todo el tiempo en TT como para ver tweets de como lo alaban &gt;.&lt;"
"79807","USER_51ab7ecd","Pacific West"," no yo lo se, es un ejemplo q te doy, repito no las unfollow x ser fan de Bieber si no porq dejan de serlo de David."
"79808","USER_51ab7ecd","Pacific West"," haha hasta Pérez hilton lo puso en su blog xD"
"79809","USER_51ab7ecd","Pacific West"," no le gustan, הה."
"79810","USER_51ab7ecd","Pacific West"," por voy a tratar de no odiarlo."
"79811","USER_51ab7ecd","Pacific West","  mejor ya hay q dejar de hablar de el."
"79812","USER_51ab7ecd","Pacific West","  vieron el tonto. Coment el Video de somos el Mundo q David no meresia estar ahi הה"
"79813","USER_51ab7ecd","Pacific West","RT : I THINK  IS A BEAUTIFUL ANGEL SENT FROM ABOVE!!!! RT IF YOU AGREE!!!!"
"79814","USER_51ab7ecd","Pacific West","Y mi O.D.D se incremento :D RT  Y no supero a david archuleta o sea. M E - E N A M O R E mas de el en somos el mundo."
"79815","USER_51ab7ecd","Pacific West"," si no se porq siempre comparan las estrellas Latinas con Los de E,U u.u"
"79816","USER_51ab7ecd","Pacific West","  yo lo pasara RT cada minuto haha"
"79817","USER_51ab7ecd","Pacific West"," pero no se q nombre ponerle :("
"79818","USER_51ab7ecd","Pacific West","He jon secada también nesesita ayuda,?? Es jon seca haha xD"
"79819","USER_51ab7ecd","Pacific West","RT   can you say Hola Argentina!"
"79820","USER_51ab7ecd","Pacific West","Pense q era nalgada lol RT   Yep I do! Zaboon. haha. and shalgada... and other words too."
"79821","USER_51ab7ecd","Pacific West"," hice una parodio de somos el mundo xD"
"79822","USER_51ab7ecd","Pacific West"," no soy buena para la traducciónes xD pero yo la traduciría, ve como ella esta mirando a mis ojos."
"79823","USER_51ab7ecd","Pacific West"," ya me dio pena enseñaste el video xD"
"79824","USER_51ab7ecd","Pacific West","Si no fuera de Honduras me gustaría ser de chile &lt;3"
"79825","USER_51ab7ecd","Pacific West"," ok cuidate, le diré a David de ti ;)"
"79826","USER_51ab7ecd","Pacific West"," haha si, y lo peor q nos entiende haha"
"79827","USER_51ab7ecd","Pacific West","   veo q estan hablando de Los terremotos yo he pasado x 3"
"79828","USER_51ab7ecd","Pacific West","   baje como 3 peso 107 lb, serian como 54 kilos o.O"
"79829","USER_51ab7ecd","Pacific West","  hay muchas mas, pero llevan mucho tiempo."
"79830","USER_51ab7ecd","Pacific West","A las q todavia no.       Y muchas mas."
"79831","USER_51ab7ecd","Pacific West"," ha q envidia como le haces xD"
"79832","USER_51ab7ecd","Pacific West","A   y  Le respondieron el Mismo dia, yo no se como esta viva xD"
"79833","USER_51ab7ecd","Pacific West","Para rematarla el dia q David me respondio la pregunta, ESA pregunta se la robe a alguien xD jijiji"
"79834","USER_51ab7ecd","Pacific West"," aunq a veces si da explicaciones. A unas cuantas les ha respondido 2 veces seguida explicandoles xD"
"79835","USER_51ab7ecd","Pacific West","De ARSHENTINA U.U"
"79836","USER_51ab7ecd","Pacific West","Numero 1  alguna vez miraste el chavo del ocho."
"79837","USER_51ab7ecd","Pacific West"," como haces para mantener las pompas firmes. XD"
"79838","USER_51ab7ecd","Pacific West"," SI YO entiendo eso, xD, LO TIENES TU, LO QUIERO VER :)"
"80370","USER_f373a352","Pacific West","Watching the first 48 I usually don't like this show but its interesting this one girl was fine damn she shuddnt haven't got killed"
"80371","USER_f373a352","Pacific West","Why are u cutting the schools?? Two things california shouldn't cut. schools and police I can go on a tagent about why not but not enuf room"
"80372","USER_f373a352","Pacific West"," lol I don't know about first time ever but thanks"
"80373","USER_f373a352","Pacific West"," not if she good I just look  it as my girl does so much shit no otha girl coul take her place she do nethin for me no mata wat"
"80374","USER_f373a352","Pacific West","RT : ohhh & i hate when people say ""ima delete mah twitter"" wen they get mad.. watchu want us to beg you to stay? LoL BEGONE!"
"80375","USER_f373a352","Pacific West"," csun been good to me keep busy just tryna keep deez grades good so i can graduate but i been low key alot dis semester"
"80376","USER_f373a352","Pacific West"," i would still live if my foot was ran over by a big rig and i might not sustain any damage actually its a slight possibility"
"80377","USER_f373a352","Pacific West","Lol ok"
"80378","USER_f373a352","Pacific West"," ur just a weirdo"
"80379","USER_f373a352","Pacific West"," cause u were being to silly"
"80380","USER_f373a352","Pacific West"," lol I'm not I just think its funny"
"80381","USER_f373a352","Pacific West","took a mean shiit just now yessssss"
"80382","USER_f373a352","Pacific West","Damn this girl is soo hood rat omg!!!!!! Big ass titties pushed up and out wit tats on BOTH!! Blonde ass weave long as swishing 2 much "
"80383","USER_f373a352","Pacific West","Holding anotha mans jacket for him = homo"
"80384","USER_f373a352","Pacific West","  and lashante let's start a TT "
"80385","USER_f373a352","Pacific West"," new TT "
"80386","USER_f373a352","Pacific West"," man where yall been  I aint heard nuthin abt yall....yall slippin on yall muzik lol"
"80387","USER_f373a352","Pacific West"," lol where u "
"80388","USER_f373a352","Pacific West"," what u get"
"80389","USER_f373a352","Pacific West","Up just out da shower"
"80390","USER_f373a352","Pacific West","He's gay and tlkn about whistle blowing omg this has got to be a set up every second he talkin about whistle blowers!!! "
"80391","USER_f373a352","Pacific West"," nigga I would say  least a thousand"
"80392","USER_f373a352","Pacific West",""
"80393","USER_f373a352","Pacific West"," nigga don't hate I had steady mins lol"
"80394","USER_f373a352","Pacific West","RT : this drink sooooo strong everytime i sip it ma nipples pop lmfao .....&lt;&lt;&lt;What u sippin on"
"80395","USER_f373a352","Pacific West"," blood need a gat"
"80396","USER_f373a352","Pacific West"," thts what u get for fuckin wit "
"80397","USER_f373a352","Pacific West"," it was walk-outs for price increase niggaz walked around campus and started pushin 5-0 so da boys came wit da fire "
"80398","USER_f373a352","Pacific West"," Gucci Mane - nemonade shit goessssssss "
"80399","USER_f373a352","Pacific West","Da new phrase "
"80400","USER_f373a352","Pacific West","Why dey got a shot of gucci yawning  da end of da video tho"
"80401","USER_f373a352","Pacific West","RT : There's enough tears in this room to fill the ocean.&lt;&lt;&lt;Where u "
"80402","USER_f373a352","Pacific West"," oh so sad"
"80403","USER_f373a352","Pacific West","RT : Lucky strike in hollywood!!! Whooo hooo! Be there or be square !&lt;&lt;&lt;Imma square :("
"80404","USER_f373a352","Pacific West"," just got done eating"
"80405","USER_f373a352","Pacific West"," so what's the practice plans for the week?"
